seqID,marker,cluster_id,cluster_probability
EU481405.1,LSU,8380,1.0
EU527993.1,LSU,4771,1.0
EU527996.1,LSU,-1,0.0
EU527999.1,LSU,2160,0.05608882
EU528007.1,LSU,7756,0.97699904
EU530007.1,LSU,22805,1.0
EU530010.1,LSU,23342,1.0
EU530045.1,LSU,-1,0.0
EU544396.1,LSU,4203,1.0
EU555471.1,LSU,3963,0.8697743
EU569845.1,LSU,-1,0.0
EU569846.1,LSU,-1,0.0
EU569847.1,LSU,24759,1.0
EU569853.1,LSU,5991,0.9249135
EU569855.1,LSU,-1,0.0
EU569857.1,LSU,176,1.0
EU569868.1,LSU,5451,1.0
EU600890.1,LSU,-1,0.0
EU600903.1,LSU,-1,0.0
EU622839.1,LSU,20220,1.0
EU622842.1,LSU,23031,1.0
EU622844.1,LSU,20220,1.0
EU622848.1,LSU,20220,0.82688487
EU685108.1,LSU,22613,1.0
EU704085.1,LSU,1549,0.85113186
EU704086.1,LSU,2194,1.0
EU704088.1,LSU,566,1.0
EU704090.1,LSU,8844,1.0
EU704093.1,LSU,1808,1.0
EU704101.1,LSU,3874,1.0
EU704104.1,LSU,6377,1.0
EU704108.1,LSU,-1,0.0
EU704109.1,LSU,8844,1.0
EU707460.1,LSU,425,1.0
EU707483.1,LSU,425,1.0
EU708334.1,LSU,23550,1.0
EU710767.1,LSU,-1,0.0
EU710768.1,LSU,-1,0.0
EU710917.1,LSU,1207,1.0
EU718149.1,LSU,7190,1.0
EU718152.1,LSU,8727,1.0
EU754144.1,LSU,25011,1.0
EU754146.1,LSU,10111,1.0
EU754161.1,LSU,-1,0.0
EU754163.1,LSU,5545,0.7962321
EU754200.1,LSU,-1,0.0
EU754202.1,LSU,5967,0.6513221
EU754212.1,LSU,16195,1.0
EU848578.1,LSU,3874,1.0
EU848592.1,LSU,5274,1.0
EU851150.1,LSU,-1,0.0
EU851164.1,LSU,4512,1.0
EU920971.1,LSU,5396,1.0
EU921141.1,LSU,-1,0.0
EU940084.1,LSU,8333,1.0
EU940085.1,LSU,2759,1.0
EU940097.1,LSU,-1,0.0
EU940101.1,LSU,2990,0.9595563
EU940105.1,LSU,-1,0.0
EU940106.1,LSU,2673,1.0
EU940107.1,LSU,4860,0.3246889
EU940109.1,LSU,13766,0.7854434
EU940115.1,LSU,-1,0.0
EU940116.1,LSU,16195,1.0
EU940124.1,LSU,-1,0.0
EU940132.1,LSU,3580,0.92698455
EU940136.1,LSU,5545,0.78653747
EU940140.1,LSU,22778,1.0
EU940141.1,LSU,-1,0.0
EU940149.1,LSU,-1,0.0
EU940160.1,LSU,1848,1.0
EU981288.1,LSU,4298,0.9454507
EU981289.1,LSU,-1,0.0
EU982597.1,LSU,3608,1.0
EU982598.1,LSU,3657,1.0
EU982601.1,LSU,1275,0.84176695
EU982615.1,LSU,-1,0.0
EU982622.1,LSU,1845,1.0
EU982623.1,LSU,3228,0.6228231
EU982624.1,LSU,-1,0.0
EU982628.1,LSU,3658,0.6724335
EU999180.1,LSU,2244,1.0
FJ161175.2,LSU,16652,1.0
FJ161176.2,LSU,4168,0.93378794
FJ161179.2,LSU,22849,0.95915985
FJ161181.2,LSU,5851,1.0
FJ161182.2,LSU,10537,1.0
FJ161183.2,LSU,6720,1.0
FJ161187.2,LSU,10659,1.0
FJ161188.2,LSU,-1,0.0
FJ161189.2,LSU,5046,0.8765368
FJ161195.2,LSU,5374,1.0
FJ161199.2,LSU,-1,0.0
FJ161203.2,LSU,16652,1.0
FJ161206.2,LSU,-1,0.0
FJ176854.1,LSU,3207,0.71630055
FJ176860.1,LSU,13014,1.0
FJ176870.1,LSU,-1,0.0
FJ176871.1,LSU,-1,0.0
FJ176872.1,LSU,1489,1.0
FJ176873.1,LSU,-1,0.0
FJ176875.1,LSU,6804,1.0
FJ176878.1,LSU,-1,0.0
FJ176880.1,LSU,6555,1.0
FJ176881.1,LSU,1360,1.0
FJ176892.1,LSU,5602,0.76973957
FJ176894.1,LSU,1896,1.0
FJ176895.1,LSU,-1,0.0
FJ176897.1,LSU,-1,0.0
FJ196335.1,LSU,1613,1.0
FJ196338.1,LSU,-1,0.0
FJ196344.1,LSU,-1,0.0
FJ211234.1,LSU,-1,0.0
FJ211236.1,LSU,-1,0.0
FJ211237.1,LSU,1910,1.0
FJ211238.1,LSU,-1,0.0
FJ211240.1,LSU,4249,1.0
FJ211241.1,LSU,-1,0.0
FJ211386.1,LSU,-1,0.0
FJ267700.1,LSU,15448,1.0
FJ358225.1,LSU,-1,0.0
FJ358236.1,LSU,9490,1.0
FJ358242.1,LSU,2295,1.0
FJ358271.1,LSU,8636,0.97304326
FJ358272.1,LSU,15029,1.0
FJ358273.1,LSU,16822,1.0
FJ358275.1,LSU,1492,1.0
FJ358279.1,LSU,21535,1.0
FJ358280.1,LSU,-1,0.0
FJ358281.1,LSU,-1,0.0
FJ358283.1,LSU,7283,1.0
FJ358284.1,LSU,17676,1.0
FJ358285.1,LSU,13365,1.0
FJ358286.1,LSU,-1,0.0
FJ358288.1,LSU,1930,0.76149637
FJ358290.1,LSU,9036,1.0
FJ358291.1,LSU,9567,1.0
FJ411144.1,LSU,561,1.0
FJ417065.1,LSU,-1,0.0
FJ417067.1,LSU,-1,0.0
FJ435759.1,LSU,-1,0.0
FJ532374.1,LSU,2121,0.9235538
FJ532377.1,LSU,-1,0.0
FJ532378.1,LSU,-1,0.0
FJ532379.1,LSU,-1,0.0
FJ532380.1,LSU,-1,0.0
FJ606952.1,LSU,-1,0.0
FJ606985.1,LSU,7973,1.0
FJ606987.1,LSU,5589,1.0
FJ606993.1,LSU,5589,1.0
FJ606998.1,LSU,5413,1.0
FJ617556.1,LSU,-1,0.0
FJ626443.1,LSU,447,0.9658907
FJ626454.1,LSU,-1,0.0
FJ626455.1,LSU,4377,1.0
FJ626456.1,LSU,4246,0.8155042
FJ626458.1,LSU,-1,0.0
FJ626460.1,LSU,4377,0.935907
FJ626463.1,LSU,2271,1.0
FJ626464.1,LSU,-1,0.0
FJ626467.1,LSU,733,1.0
FJ626468.1,LSU,-1,0.0
FJ626469.1,LSU,6807,1.0
FJ626470.1,LSU,-1,0.0
FJ626471.1,LSU,-1,0.0
FJ626473.1,LSU,-1,0.0
FJ626475.1,LSU,-1,0.0
FJ626476.1,LSU,3424,0.7311963
FJ626478.1,LSU,3424,1.0
FJ626479.1,LSU,3206,0.70377994
FJ626480.1,LSU,9720,1.0
FJ626482.1,LSU,4377,1.0
FJ626483.1,LSU,-1,0.0
FJ710098.1,LSU,3904,1.0
FJ713617.1,LSU,8485,0.6639232
FJ751872.1,LSU,1041,1.0
FJ751873.1,LSU,7056,1.0
FJ751874.1,LSU,-1,0.0
FJ808682.1,LSU,-1,0.0
FJ808683.1,LSU,-1,0.0
FJ808685.1,LSU,-1,0.0
FJ808686.1,LSU,176,1.0
FJ808687.1,LSU,737,0.9564445
FJ808689.1,LSU,3572,0.7588821
FJ808694.1,LSU,-1,0.0
FJ808695.1,LSU,2603,1.0
FJ808697.1,LSU,928,1.0
FJ808701.1,LSU,1993,1.0
FJ808702.1,LSU,-1,0.0
FJ808705.1,LSU,737,1.0
FJ808706.1,LSU,1346,1.0
FJ825376.1,LSU,-1,0.0
FJ825378.1,LSU,3249,1.0
FJ842378.1,LSU,15535,1.0
FJ867665.1,LSU,2920,1.0
FJ867676.1,LSU,692,1.0
FJ867681.1,LSU,3321,1.0
FJ867682.1,LSU,-1,0.0
FJ867695.1,LSU,-1,0.0
FJ867698.1,LSU,1867,1.0
FJ867708.1,LSU,1867,1.0
FJ867720.1,LSU,2880,1.0
FJ867721.1,LSU,-1,0.0
FJ890036.1,LSU,4026,1.0
FJ890039.1,LSU,8624,1.0
FJ890041.1,LSU,17294,1.0
FJ890045.1,LSU,1413,1.0
FJ890046.1,LSU,-1,0.0
FJ904173.1,LSU,3863,1.0
FJ947043.1,LSU,-1,0.0
FJ947044.1,LSU,2672,1.0
FJ966034.1,LSU,2976,0.97781396
FJ968949.1,LSU,-1,0.0
FJ968950.1,LSU,7269,1.0
FJ968951.1,LSU,397,1.0
FJ968952.1,LSU,4595,0.9105801
FJ968956.1,LSU,-1,0.0
FJ968960.1,LSU,4595,0.86880434
FJ968962.1,LSU,6555,1.0
FJ968965.1,LSU,1333,1.0
FJ968969.1,LSU,1466,1.0
FJ968971.1,LSU,-1,0.0
FJ968979.1,LSU,397,1.0
FJ968980.1,LSU,-1,0.0
FJ968982.1,LSU,1611,1.0
FJ968983.1,LSU,-1,0.0
FJ968984.1,LSU,-1,0.0
FJ968988.1,LSU,4331,1.572013e-39
FJ968995.1,LSU,-1,0.0
FJ969000.1,LSU,5301,1.0
FJ977679.1,LSU,-1,0.0
FM160694.1,LSU,-1,0.0
FM160707.1,LSU,16774,1.0
FM160723.1,LSU,14876,0.85710204
FM160729.1,LSU,11305,1.0
FM179606.1,LSU,-1,0.0
FM999142.1,LSU,5778,1.0
FM999143.1,LSU,3206,0.69693273
FM999151.1,LSU,-1,0.0
FM999153.1,LSU,1120,1.0
FM999154.1,LSU,3904,1.0
FN186059.1,LSU,9331,0.9986932
FN186076.1,LSU,10880,1.0
FN186083.1,LSU,4914,0.81083906
FN396156.1,LSU,3863,0.6815254
FN396200.1,LSU,8257,1.0
FN396202.1,LSU,-1,0.0
FN689393.1,LSU,8376,1.0
FN908211.1,LSU,1763,0.86422
FR686769.1,LSU,-1,0.0
FR686771.1,LSU,-1,0.0
FR686775.1,LSU,-1,0.0
FR686782.1,LSU,-1,0.0
FR686783.1,LSU,6855,1.0
FR686802.1,LSU,4638,1.0
FR686810.1,LSU,16669,0.7808938
FR686815.1,LSU,18201,1.0
FR686830.1,LSU,-1,0.0
FR719293.1,LSU,-1,0.0
GQ118302.1,LSU,310,0.74914646
GQ142028.1,LSU,24455,1.0
GQ142031.1,LSU,-1,0.0
GQ142033.1,LSU,24455,1.0
GQ142040.1,LSU,23907,0.7865968
GQ142041.1,LSU,-1,0.0
GQ142042.1,LSU,-1,0.0
GQ160614.1,LSU,-1,0.0
GQ160655.1,LSU,5340,1.0
GQ162815.1,LSU,13538,1.0
GQ203735.1,LSU,11226,1.0
GQ219733.1,LSU,2061,0.833059
GQ219738.1,LSU,13752,1.0
GQ221884.1,LSU,7575,1.0
GQ221886.1,LSU,3163,1.0
GQ232398.1,LSU,21597,1.0
GQ249284.1,LSU,15541,0.99616235
GQ249288.1,LSU,10977,1.0
GQ249705.1,LSU,-1,0.0
GQ249724.1,LSU,17191,1.0
GQ249971.1,LSU,-1,0.0
GQ249974.1,LSU,1520,1.0
GQ249979.1,LSU,599,0.07561994
GQ261961.1,LSU,-1,0.0
GQ303326.2,LSU,8405,0.69665575
GQ344584.1,LSU,-1,0.0
GQ355452.1,LSU,17660,0.57989734
GQ355456.1,LSU,5870,1.0
GQ355465.1,LSU,-1,0.0
GQ355466.1,LSU,-1,0.0
GQ375083.1,LSU,6194,1.0
GQ425150.1,LSU,-1,0.0
GQ487515.1,LSU,10540,1.0
GQ852715.2,LSU,-1,0.0
GQ866966.1,LSU,-1,0.0
GQ892938.1,LSU,4979,1.0
GQ892948.1,LSU,9269,1.0
GQ892951.1,LSU,4979,0.9493997
GQ892959.1,LSU,-1,0.0
GQ892963.1,LSU,13916,1.0
GQ892975.1,LSU,3963,0.90107846
GQ910706.1,LSU,3063,0.96005267
GQ910710.1,LSU,8491,0.98719656
GQ910734.1,LSU,6559,1.0
GQ925846.1,LSU,-1,0.0
GQ996539.1,LSU,4629,1.0
GU017316.1,LSU,-1,0.0
GU017541.1,LSU,-1,0.0
GU058008.1,LSU,5531,1.0
GU062739.1,LSU,4979,1.0
GU180642.1,LSU,15417,1.993887e-39
GU180644.1,LSU,-1,0.0
GU180646.1,LSU,-1,0.0
GU180647.1,LSU,-1,0.0
GU180649.1,LSU,-1,0.0
GU180651.1,LSU,6064,1.0
GU187557.1,LSU,11093,1.0
GU187559.1,LSU,9895,0.6334804
GU187561.1,LSU,14610,0.75363475
GU187562.1,LSU,5535,0.9885372
GU187566.1,LSU,11073,1.0
GU187567.1,LSU,8114,0.67512757
GU187568.1,LSU,6866,0.62034404
GU187569.1,LSU,14469,1.0
GU187570.1,LSU,2028,0.88560045
GU187571.1,LSU,10333,1.0
GU187572.1,LSU,12833,1.0
GU187579.1,LSU,23228,1.0
GU187580.1,LSU,16176,0.92836607
GU187581.1,LSU,7049,0.90403515
GU187582.1,LSU,20880,1.0
GU187583.1,LSU,16263,0.90633845
GU187584.1,LSU,26170,1.0
GU187586.1,LSU,15636,0.8321086
GU187587.1,LSU,16711,1.0
GU187588.1,LSU,10861,0.9878167
GU187589.1,LSU,-1,0.0
GU187590.1,LSU,14372,1.0
GU187595.1,LSU,10659,0.80918056
GU187596.1,LSU,8178,1.0
GU187597.1,LSU,8607,1.0
GU187598.1,LSU,20220,0.80859417
GU187601.1,LSU,8129,1.0
GU187603.1,LSU,10975,1.0
GU187607.1,LSU,12479,1.0
GU187667.1,LSU,5545,0.78328073
GU187669.1,LSU,8178,0.9599265
GU238087.1,LSU,2224,1.0
GU244754.1,LSU,15181,1.0
GU244755.1,LSU,16202,1.0
GU244756.1,LSU,-1,0.0
GU244757.1,LSU,389,1.0
GU244759.1,LSU,5855,1.0
GU244761.1,LSU,-1,0.0
GU244762.1,LSU,13721,1.0
GU244764.1,LSU,13721,1.0
GU244808.1,LSU,-1,0.0
GU244828.1,LSU,-1,0.0
GU244838.1,LSU,16597,1.0
GU244843.1,LSU,-1,0.0
GU244880.1,LSU,12685,1.0
GU244886.1,LSU,-1,0.0
GU244895.1,LSU,3112,1.0
GU250365.1,LSU,5967,1.0
GU250367.1,LSU,5579,0.9075268
GU250371.1,LSU,21535,1.0
GU250375.1,LSU,10637,0.74742085
GU250385.1,LSU,22849,1.0
GU250388.1,LSU,18439,0.5837274
GU250389.1,LSU,15029,0.68374044
GU250396.1,LSU,15029,0.67900604
GU250894.1,LSU,14779,1.0
GU250898.1,LSU,13357,1.0
GU250902.1,LSU,13848,1.0
GU252133.1,LSU,-1,0.0
GU252135.1,LSU,-1,0.0
GU252149.1,LSU,18835,0.7873875
GU253867.1,LSU,10298,1.0
GU256628.1,LSU,5274,1.0
GU266239.1,LSU,7836,1.0
GU266242.1,LSU,9165,1.0
GU266243.1,LSU,-1,0.0
GU266244.1,LSU,10190,1.0
GU295205.1,LSU,3572,0.64646566
GU301791.1,LSU,-1,0.0
GU301793.1,LSU,-1,0.0
GU301799.1,LSU,-1,0.0
GU301801.1,LSU,5033,0.77186686
GU301813.1,LSU,-1,0.0
GU301816.1,LSU,-1,0.0
GU301829.1,LSU,12692,0.8270318
GU301839.1,LSU,5628,1.0
GU301842.1,LSU,4004,1.0
GU301846.1,LSU,-1,0.0
GU301850.1,LSU,4761,0.82352424
GU301869.1,LSU,6699,1.0
GU301874.1,LSU,23112,1.0
GU319117.1,LSU,10975,0.8536547
GU323201.1,LSU,21169,1.0
GU323202.1,LSU,6377,1.0
GU323203.1,LSU,-1,0.0
GU323213.1,LSU,13848,1.0
GU327649.1,LSU,-1,0.0
GU332517.1,LSU,5621,1.0
GU362936.1,LSU,8316,1.0
GU369966.1,LSU,3885,1.0
GU371824.1,LSU,3075,0.98124367
GU384627.1,LSU,22855,0.99337244
GU391557.1,LSU,4761,0.71994346
GU471273.1,LSU,-1,0.0
GU479772.1,LSU,2672,1.0
GU479776.1,LSU,8320,0.80676496
GU479779.1,LSU,-1,0.0
GU479781.1,LSU,7676,1.0
GU479786.1,LSU,4914,1.0
GU479787.1,LSU,3075,1.0
GU479792.1,LSU,1219,1.0
GU479794.1,LSU,-1,0.0
GU479795.1,LSU,-1,0.0
GU479796.1,LSU,2224,1.0
GU479800.1,LSU,-1,0.0
GU479810.1,LSU,2619,1.0
GU592009.1,LSU,-1,0.0
GU726334.1,LSU,-1,0.0
GU811240.1,LSU,3887,0.99006826
GU979949.1,LSU,-1,0.0
HE584156.1,LSU,-1,0.0
HE680761.1,LSU,7611,1.0
HE681777.1,LSU,-1,0.0
HE681780.1,LSU,-1,0.0
HE681785.1,LSU,5763,1.0
HE800714.1,LSU,22658,0.85351694
HE800717.1,LSU,-1,0.0
HE963774.1,LSU,-1,0.0
HE963778.1,LSU,449,1.0
HE963788.1,LSU,15306,1.0
HG529980.1,LSU,737,1.0
HG933820.1,LSU,7115,1.0
HM026545.1,LSU,7463,1.0
HM026551.1,LSU,7729,0.89954853
HM026556.1,LSU,-1,0.0
HM026557.1,LSU,-1,0.0
HM026559.1,LSU,-1,0.0
HM046929.1,LSU,-1,0.0
HM046932.1,LSU,11073,1.0
HM134244.1,LSU,4868,0.9552929
HM136873.1,LSU,2655,1.0
HM156702.1,LSU,-1,0.0
HM161526.1,LSU,3072,1.0
HM161530.1,LSU,3072,1.0
HM161541.1,LSU,-1,0.0
HM161543.1,LSU,839,1.0
HM161593.1,LSU,8941,1.0
HM161603.1,LSU,9331,1.0
HM161606.1,LSU,-1,0.0
HM171286.1,LSU,397,0.7330396
HM171288.1,LSU,-1,0.0
HM171292.1,LSU,1247,1.0
HM171293.1,LSU,-1,0.0
HM191720.1,LSU,3786,0.7948272
HM196369.1,LSU,1466,1.0
HM196372.1,LSU,1358,1.0
HM346593.1,LSU,2804,0.77857375
HM346595.1,LSU,-1,0.0
HM453252.1,LSU,10402,0.39185256
HM466675.1,LSU,647,1.0
HM535609.1,LSU,647,1.0
HM536056.1,LSU,-1,0.0
HM536063.1,LSU,16263,1.0
HM562260.1,LSU,-1,0.0
HM570069.1,LSU,-1,0.0
HM635663.1,LSU,699,0.783082
HM635674.1,LSU,4245,1.0
HM641783.1,LSU,3236,0.9010719
HM641795.1,LSU,-1,0.0
HM751238.1,LSU,4750,1.0
HM751240.1,LSU,-1,0.0
HM751241.1,LSU,2775,0.43339676
HM751242.1,LSU,2665,1.0
HM751243.1,LSU,21149,1.0
HM751259.1,LSU,2441,1.0
HM751261.1,LSU,-1,0.0
HM751323.1,LSU,3524,1.0
HM751326.1,LSU,4759,0.95129925
HM751354.1,LSU,5875,0.8618663
HM751375.1,LSU,-1,0.0
HM751379.1,LSU,5084,0.9156814
HM751436.1,LSU,1827,1.0
HM751439.1,LSU,2908,0.7507754
HM751500.1,LSU,2908,1.0
HM751503.1,LSU,10307,1.0
HM751506.1,LSU,14070,1.0
HM751508.1,LSU,-1,0.0
HM751510.1,LSU,4759,1.0
HM751516.1,LSU,11324,1.0
HM751518.1,LSU,-1,0.0
HM751519.1,LSU,2946,1.0
HM751520.1,LSU,3841,0.71733797
HM751527.1,LSU,2806,0.90032065
HM751532.1,LSU,1706,1.0
HM751565.1,LSU,4609,1.0
HM751575.1,LSU,5875,1.0
HM751582.1,LSU,9575,1.0
HM751583.1,LSU,5084,0.91972005
HM751599.1,LSU,-1,0.0
HM751602.1,LSU,10267,1.0
HM751604.1,LSU,-1,0.0
HM751605.1,LSU,4723,1.0
HM751608.1,LSU,5937,1.0
HM751610.1,LSU,2441,1.0
HM751613.1,LSU,162,1.0
HM751614.1,LSU,5875,1.0
HM751619.1,LSU,4800,1.0
HM751620.1,LSU,-1,0.0
HM751623.1,LSU,4741,1.0
HM751629.1,LSU,-1,0.0
HM751646.1,LSU,-1,0.0
HM751655.1,LSU,5007,0.9471304
HM751656.1,LSU,2912,0.8378412
HM751659.1,LSU,2946,0.52201796
HM751661.1,LSU,-1,0.0
HM751662.1,LSU,-1,0.0
HM751663.1,LSU,-1,0.0
HM751664.1,LSU,5875,0.8683869
HM751666.1,LSU,5875,0.8140743
HM751668.1,LSU,7470,1.0
HM751669.1,LSU,1075,1.0
HM751670.1,LSU,4172,0.7485077
HM751671.1,LSU,8757,1.0
HM751673.1,LSU,3228,1.0
HM751674.1,LSU,3228,1.0
HM751675.1,LSU,3228,0.6793736
HM751677.1,LSU,3524,1.0
HM751678.1,LSU,9575,0.9213803
HM751679.1,LSU,-1,0.0
HM751682.1,LSU,-1,0.0
HM751683.1,LSU,10307,1.0
HM751684.1,LSU,2946,1.0
HM751685.1,LSU,10307,0.8230431
HM751687.1,LSU,4759,1.0
HM751690.1,LSU,1611,1.0
HM751692.1,LSU,2066,1.0
HM751703.1,LSU,8757,1.0
HM771505.1,LSU,1339,0.96248585
HQ111008.1,LSU,-1,0.0
HQ111013.1,LSU,426,1.0
HQ111014.1,LSU,7250,1.0
HQ111024.1,LSU,-1,0.0
HQ111025.1,LSU,4872,1.0
HQ111028.1,LSU,4815,0.66041934
HQ111035.1,LSU,4714,0.8769141
HQ111038.1,LSU,7756,0.85017025
HQ174263.1,LSU,-1,0.0
HQ180170.1,LSU,2431,1.0
HQ201353.1,LSU,-1,0.0
HQ221580.1,LSU,-1,0.0
HQ231330.1,LSU,1754,1.0
HQ268019.1,LSU,-1,0.0
HQ326931.1,LSU,-1,0.0
HQ326933.1,LSU,-1,0.0
HQ326935.1,LSU,10140,1.0
HQ326936.1,LSU,7029,1.0
HQ326939.1,LSU,-1,0.0
HQ326941.1,LSU,13538,1.0
HQ394178.1,LSU,6311,1.0
HQ394197.1,LSU,-1,0.0
HQ395773.1,LSU,-1,0.0
HQ443892.1,LSU,1558,1.0
HQ443923.1,LSU,13675,1.0
HQ446364.1,LSU,4881,1.0
HQ446366.1,LSU,-1,0.0
HQ539660.1,LSU,7729,1.0
HQ539670.1,LSU,8624,0.8239706
HQ539672.1,LSU,6414,1.0
HQ539677.1,LSU,4026,0.9775985
HQ539682.1,LSU,2396,1.09426e-39
HQ539683.1,LSU,7985,1.0
HQ539684.1,LSU,5753,1.0
HQ539685.1,LSU,7729,0.9091543
HQ539688.1,LSU,1720,1.0
HQ539690.1,LSU,23907,1.0
HQ539692.1,LSU,4026,0.9240871
HQ539695.1,LSU,-1,0.0
HQ539699.1,LSU,-1,0.0
HQ539703.1,LSU,9934,1.0
HQ539711.1,LSU,17294,1.0
HQ539714.1,LSU,9246,1.0
HQ539715.1,LSU,9269,1.0
HQ539717.1,LSU,6346,1.0
HQ539718.1,LSU,10977,0.6036004
HQ539721.1,LSU,1626,1.0
HQ539726.1,LSU,50,1.0
HQ539727.1,LSU,16349,0.9240514
HQ539728.1,LSU,24759,1.0
HQ539730.1,LSU,-1,0.0
HQ539731.1,LSU,-1,0.0
HQ539732.1,LSU,-1,0.0
HQ539734.1,LSU,4026,0.8459978
HQ539744.1,LSU,5943,0.77977777
HQ539749.1,LSU,-1,0.0
HQ539750.1,LSU,-1,0.0
HQ539753.1,LSU,2722,1.0
HQ539755.1,LSU,4026,1.0
HQ539756.1,LSU,5943,0.811164
HQ539758.1,LSU,-1,0.0
HQ539759.1,LSU,3963,1.0
HQ539761.1,LSU,15497,1.0
HQ539764.1,LSU,9269,0.7952355
HQ539767.1,LSU,-1,0.0
HQ540515.1,LSU,-1,0.0
HQ540516.1,LSU,16195,0.90879536
HQ540517.1,LSU,-1,0.0
HQ540518.1,LSU,8320,1.0
HQ540519.1,LSU,-1,0.0
HQ593115.1,LSU,-1,0.0
HQ593122.1,LSU,23228,1.0
HQ609477.1,LSU,-1,0.0
HQ613429.1,LSU,2665,1.0
HQ613433.1,LSU,21149,1.0
HQ613434.1,LSU,13675,1.0
HQ616536.1,LSU,12923,1.0
HQ641103.1,LSU,15109,0.9421761
HQ641111.1,LSU,10915,1.0
HQ654113.1,LSU,11073,0.6763427
HQ654114.1,LSU,-1,0.0
HQ654115.1,LSU,25937,1.0
HQ659177.1,LSU,-1,0.0
HQ659183.1,LSU,1961,1.0
HQ660536.1,LSU,-1,0.0
HQ665052.1,LSU,-1,0.0
HQ665055.1,LSU,1958,1.0
HQ665059.1,LSU,2062,1.0
HQ665060.1,LSU,26573,1.0
HQ665065.1,LSU,-1,0.0
HQ665066.1,LSU,1662,0.8054261
HQ665067.1,LSU,-1,0.0
HQ665069.1,LSU,-1,0.0
HQ665080.1,LSU,-1,0.0
HQ665116.1,LSU,1591,0.8256773
HQ665118.1,LSU,3887,1.0
HQ665137.1,LSU,2990,1.0
HQ665146.1,LSU,-1,0.0
HQ665149.1,LSU,6804,1.0
HQ665158.1,LSU,-1,0.0
HQ665187.1,LSU,1662,1.0
HQ665246.1,LSU,1059,1.0
HQ665250.1,LSU,2611,1.0
HQ665255.1,LSU,26573,1.0
HQ665273.1,LSU,-1,0.0
HQ665279.1,LSU,2926,0.45991483
HQ667366.1,LSU,1059,1.0
HQ667379.1,LSU,1807,1.0
HQ667388.1,LSU,10841,1.0
HQ667394.1,LSU,4174,1.0
HQ667406.1,LSU,14181,1.0
HQ667418.1,LSU,6191,1.0
HQ667436.1,LSU,4708,1.0
HQ676890.1,LSU,-1,0.0
HQ676904.1,LSU,-1,0.0
HQ676910.1,LSU,-1,0.0
HQ699078.1,LSU,8152,1.0
HQ822059.1,LSU,-1,0.0
HQ829921.1,LSU,-1,0.0
HQ832458.1,LSU,5758,1.0
HQ834209.1,LSU,2311,1.0
HQ843769.1,LSU,5141,0.63628304
HQ843770.1,LSU,4868,1.0
HQ847101.1,LSU,3863,0.76310843
HQ847102.1,LSU,8257,1.0
HQ847115.1,LSU,-1,0.0
HQ847120.1,LSU,1413,0.8697501
HQ847122.1,LSU,5883,1.0
HQ847124.1,LSU,11870,0.97874826
HQ877683.1,LSU,7985,1.0
HQ877685.1,LSU,23100,1.0
HQ877691.1,LSU,13766,1.0
HQ877700.1,LSU,5943,1.0
HQ877708.1,LSU,-1,0.0
HQ877709.1,LSU,-1,0.0
HQ877712.1,LSU,10861,1.0
HQ877715.1,LSU,10815,1.0
HQ877723.1,LSU,15682,1.0
HQ907794.1,LSU,1452,1.0
HQ918267.1,LSU,-1,0.0
HQ996008.1,LSU,14583,1.0
HQ996010.1,LSU,15604,0.8682883
HQ996012.1,LSU,-1,0.0
HQ996015.1,LSU,14239,1.0
HQ996037.1,LSU,26073,1.0
HQ996053.1,LSU,5855,1.0
HQ996083.1,LSU,17579,0.507991
JF263494.1,LSU,460,0.73973334
JF272764.1,LSU,2843,1.0
JF340214.1,LSU,10127,1.0
JF357674.1,LSU,841,0.9768282
JF513339.1,LSU,-1,0.0
JF775587.1,LSU,2137,1.0
JF775588.1,LSU,8242,1.0
JF775589.1,LSU,-1,0.0
JF802512.1,LSU,3903,1.0
JF831932.1,LSU,-1,0.0
JF831933.1,LSU,2295,0.9844371
JF831935.1,LSU,2295,1.0
JF836024.1,LSU,-1,0.0
JF899175.1,LSU,11530,1.0
JF899176.1,LSU,6901,1.0
JF899177.1,LSU,1551,1.0
JF899185.1,LSU,10154,1.0
JF899186.1,LSU,6347,0.9496656
JF899188.1,LSU,-1,0.0
JF899189.1,LSU,-1,0.0
JF899192.1,LSU,6901,0.77649784
JF899195.1,LSU,11530,1.0
JF899196.1,LSU,4475,1.0
JF899199.1,LSU,4896,1.0
JF909603.1,LSU,-1,0.0
JN009786.1,LSU,2221,1.0
JN009787.1,LSU,-1,0.0
JN012008.1,LSU,1984,0.99941957
JN012012.1,LSU,3970,1.0
JN012013.1,LSU,2951,1.0
JN012014.1,LSU,3786,1.0
JN012018.1,LSU,-1,0.0
JN018373.1,LSU,19276,1.0
JN040500.1,LSU,408,1.0
JN048784.1,LSU,6866,0.68899673
JN127360.1,LSU,9973,1.0
JN164795.1,LSU,-1,0.0
JN164797.1,LSU,-1,0.0
JN185513.1,LSU,-1,0.0
JN185514.1,LSU,15161,1.0
JN214484.1,LSU,-1,0.0
JN226107.1,LSU,9566,1.0
JN315790.1,LSU,-1,0.0
JN315792.1,LSU,12476,1.0
JN315793.1,LSU,6414,0.6753868
JN367318.1,LSU,-1,0.0
JN387105.1,LSU,-1,0.0
JN392202.1,LSU,11870,1.0
JN563843.1,LSU,8996,1.0
JN563845.1,LSU,7268,1.0
JN563849.1,LSU,-1,0.0
JN563854.1,LSU,2490,1.0
